Value,Count,bps_alabama,evt_alabama,Value_1,Count_1,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,FRG_NEW,R,G,B,RED,GREEN,BLUE,Aref,Bref,Cref,Dref,Eref,Agref,Urref,Unref,Ueref,Value_12,Count_12,EVT_NAME,LFRDB,EVT_FUEL,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,R_1,G_1,B_1,RED_1,GREEN_1,BLUE_1
1414,920.000000000000000,2109,7295,2109,237000.000000000000000,14080,48,14080_48,Alabama Ketona Glade and Woodland,Hardwood,19,16,5,3,18,21,61,I-A,242,245,41,0.949020000000000,0.960784000000000,0.160784000000000,58,7,23,10,2,0,0,0,0,7295,7352699.000000000000000,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,7295,32,Bab Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,32,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,LF 20: Developed,Non-vegetated,Non-vegetated,Developed,230,232,250,0.901961000000000,0.909804000000000,0.980392000000000
1415,26.000000000000000,2116,7419,2116,455869.000000000000000,14790,48,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,100,-9999,-9999,V-B,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000,24,36,40,0,0,0,0,0,0,7419,30713.000000000000000,Southern Ridge and Valley Patch Prairie,7419,2419,He Southern Ridge and Valley Patch Prairie,Herb,Grassland,688,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569000000000,0.203922000000000,0.133333000000000
1416,28.000000000000000,2104,9261,2104,1921702.000000000000000,13530,48,13530_46_48_53_54_57_59_60_61,Southern Appalachian Low-Elevation Pine Forest,Conifer,153,66,9,7,5,11,84,I-B,255,200,97,1.000000000000000,0.784314000000000,0.380392000000000,11,13,28,35,13,0,0,0,0,9261,3758.000000000000000,Southern Ridge and Valley Seepage Fen,9261,2493,Sh Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Herb,Riparian,675,Inland Marshes and Prairies,LF 45: Central Interior and Appalachian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,91,195,199,0.356863000000000,0.764706000000000,0.780392000000000
1417,354.000000000000000,2109,7905,2109,237000.000000000000000,14080,48,14080_48,Alabama Ketona Glade and Woodland,Hardwood,19,16,5,3,18,21,61,I-A,242,245,41,0.949020000000000,0.960784000000000,0.160784000000000,58,7,23,10,2,0,0,0,0,7905,18988776.000000000000000,Eastern Cool Temperate Urban Deciduous Forest,7905,2913,Dtd Urban Deciduous Forest,Tree,Developed,13,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.439216000000000,0.266667000000000,0.537255000000000
1418,27.000000000000000,2116,9261,2116,455869.000000000000000,14790,48,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,100,-9999,-9999,V-B,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000,24,36,40,0,0,0,0,0,0,9261,3758.000000000000000,Southern Ridge and Valley Seepage Fen,9261,2493,Sh Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Herb,Riparian,675,Inland Marshes and Prairies,LF 45: Central Interior and Appalachian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,91,195,199,0.356863000000000,0.764706000000000,0.780392000000000
1419,28.000000000000000,2105,9261,2105,868545.000000000000000,13680,48,13680_46_48_54_57_59_60_61,Southern Piedmont Dry Oak(-Pine) Forest,Hardwood-Conifer,325,235,5,5,2,2,96,I-A,211,186,255,0.827451000000000,0.729412000000000,1.000000000000000,8,16,24,40,12,0,0,0,0,9261,3758.000000000000000,Southern Ridge and Valley Seepage Fen,9261,2493,Sh Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Herb,Riparian,675,Inland Marshes and Prairies,LF 45: Central Interior and Appalachian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,91,195,199,0.356863000000000,0.764706000000000,0.780392000000000
1420,588.000000000000000,2109,7419,2109,237000.000000000000000,14080,48,14080_48,Alabama Ketona Glade and Woodland,Hardwood,19,16,5,3,18,21,61,I-A,242,245,41,0.949020000000000,0.960784000000000,0.160784000000000,58,7,23,10,2,0,0,0,0,7419,30713.000000000000000,Southern Ridge and Valley Patch Prairie,7419,2419,He Southern Ridge and Valley Patch Prairie,Herb,Grassland,688,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569000000000,0.203922000000000,0.133333000000000
1421,45.000000000000000,2109,9224,2109,237000.000000000000000,14080,48,14080_48,Alabama Ketona Glade and Woodland,Hardwood,19,16,5,3,18,21,61,I-A,242,245,41,0.949020000000000,0.960784000000000,0.160784000000000,58,7,23,10,2,0,0,0,0,9224,3946514.000000000000000,South-Central Interior Small Stream and Riparian Forest,9224,2472,Tr Central Interior and Appalachian Riparian Systems,Tree,Riparian,668,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.000000000000000,0.360784000000000,0.000000000000000
1422,161.000000000000000,2109,7315,2109,237000.000000000000000,14080,48,14080_48,Alabama Ketona Glade and Woodland,Hardwood,19,16,5,3,18,21,61,I-A,242,245,41,0.949020000000000,0.960784000000000,0.160784000000000,58,7,23,10,2,0,0,0,0,7315,33929514.000000000000000,Southern Appalachian Oak Forest,7315,2315,Tr Southern Appalachian Oak Forest,Tree,Hardwood,661,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.050980000000000,0.270588000000000,0.521569000000000
1423,5.000000000000000,2112,7419,2112,59741.000000000000000,14570,48,14570_47_48,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Hardwood,189,118,9,8,4,7,89,I-B,186,237,38,0.729412000000000,0.929412000000000,0.149020000000000,13,21,17,28,21,0,0,0,0,7419,30713.000000000000000,Southern Ridge and Valley Patch Prairie,7419,2419,He Southern Ridge and Valley Patch Prairie,Herb,Grassland,688,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569000000000,0.203922000000000,0.133333000000000
1424,5.000000000000000,2103,9724,2103,1463913.000000000000000,13510,48,13510_48_54_59,Southeastern Interior Longleaf Pine Woodland,Conifer,552,299,3,3,1,1,98,I-A,143,161,26,0.560784000000000,0.631373000000000,0.101961000000000,8,1,26,63,2,0,0,0,0,9724,17504.000000000000000,South-Central Interior Small Stream and Riparian Shrubland,9224,2472,Tr Central Interior and Appalachian Riparian Systems,Shrub,Riparian,668,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,0,92,0,0.000000000000000,0.360784000000000,0.000000000000000
1425,2.000000000000000,2104,9724,2104,1921702.000000000000000,13530,48,13530_46_48_53_54_57_59_60_61,Southern Appalachian Low-Elevation Pine Forest,Conifer,153,66,9,7,5,11,84,I-B,255,200,97,1.000000000000000,0.784314000000000,0.380392000000000,11,13,28,35,13,0,0,0,0,9724,17504.000000000000000,South-Central Interior Small Stream and Riparian Shrubland,9224,2472,Tr Central Interior and Appalachian Riparian Systems,Shrub,Riparian,668,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,0,92,0,0.000000000000000,0.360784000000000,0.000000000000000
1426,5.000000000000000,2095,7419,2095,217051.000000000000000,13150,48,13150_48_53_57_59_61,Southern Appalachian Oak Forest,Hardwood,604,138,16,14,2,10,88,I-B,181,227,194,0.709804000000000,0.890196000000000,0.760784000000000,5,25,36,25,9,0,0,0,0,7419,30713.000000000000000,Southern Ridge and Valley Patch Prairie,7419,2419,He Southern Ridge and Valley Patch Prairie,Herb,Grassland,688,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569000000000,0.203922000000000,0.133333000000000
1427,52.000000000000000,2103,9261,2103,1463913.000000000000000,13510,48,13510_48_54_59,Southeastern Interior Longleaf Pine Woodland,Conifer,552,299,3,3,1,1,98,I-A,143,161,26,0.560784000000000,0.631373000000000,0.101961000000000,8,1,26,63,2,0,0,0,0,9261,3758.000000000000000,Southern Ridge and Valley Seepage Fen,9261,2493,Sh Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Herb,Riparian,675,Inland Marshes and Prairies,LF 45: Central Interior and Appalachian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,91,195,199,0.356863000000000,0.764706000000000,0.780392000000000
1428,5701.000000000000000,2103,7351,2103,1463913.000000000000000,13510,48,13510_48_54_59,Southeastern Interior Longleaf Pine Woodland,Conifer,552,299,3,3,1,1,98,I-A,143,161,26,0.560784000000000,0.631373000000000,0.101961000000000,8,1,26,63,2,0,0,0,0,7351,110100.000000000000000,Southeastern Interior Longleaf Pine Woodland,7351,2351,Tr Southeastern Interior Longleaf Pine Woodland,Tree,Conifer,677,Longleaf Pine Woodland,SAF 70: Longleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902000000000,0.839216000000000,0.800000000000000
1429,7.000000000000000,2116,7979,2116,455869.000000000000000,14790,48,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,100,-9999,-9999,V-B,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000,24,36,40,0,0,0,0,0,0,7979,10601.000000000000000,Eastern Cool Temperate Aquaculture,7979,2969,Da Aquaculture,Agriculture,Agricultural,69,Agricultural-Aquaculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,210,255,237,0.823529000000000,1.000000000000000,0.929412000000000
1430,1.000000000000000,2109,7975,2109,237000.000000000000000,14080,48,14080_48,Alabama Ketona Glade and Woodland,Hardwood,19,16,5,3,18,21,61,I-A,242,245,41,0.949020000000000,0.960784000000000,0.160784000000000,58,7,23,10,2,0,0,0,0,7975,16924188.000000000000000,Eastern Cool Temperate Close Grown Crop,7975,2965,Da Close Grown Crop,Agriculture,Agricultural,65,Agricultural-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,237,119,1.000000000000000,0.929412000000000,0.466667000000000
1431,3.000000000000000,2113,9323,2113,156529.000000000000000,14710,48,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,13,21,66,III-A,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000,9,25,6,12,48,0,0,0,0,9323,6495491.000000000000000,Southeastern Ruderal Shrubland,9323,2575,Sh Southeastern Ruderal Grassland & Shrubland,Shrub,Exotic Tree-Shrub,706,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,105,46,1.000000000000000,0.411765000000000,0.180392000000000
1432,126.000000000000000,2106,7316,2106,14566876.000000000000000,13760,48,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,4,6,90,I-B,222,153,122,0.870588000000000,0.600000000000000,0.478431000000000,8,5,22,50,15,0,0,0,0,7316,15220071.000000000000000,Southern Piedmont Mesic Forest,7316,2316,Tr Southern Piedmont Mesic Forest,Tree,Hardwood,667,White Oak-Beech Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333000000000,0.733333000000000,0.760784000000000
1433,377.000000000000000,2105,7316,2105,868545.000000000000000,13680,48,13680_46_48_54_57_59_60_61,Southern Piedmont Dry Oak(-Pine) Forest,Hardwood-Conifer,325,235,5,5,2,2,96,I-A,211,186,255,0.827451000000000,0.729412000000000,1.000000000000000,8,16,24,40,12,0,0,0,0,7316,15220071.000000000000000,Southern Piedmont Mesic Forest,7316,2316,Tr Southern Piedmont Mesic Forest,Tree,Hardwood,667,White Oak-Beech Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333000000000,0.733333000000000,0.760784000000000
1434,1.000000000000000,2106,7318,2106,14566876.000000000000000,13760,48,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,4,6,90,I-B,222,153,122,0.870588000000000,0.600000000000000,0.478431000000000,8,5,22,50,15,0,0,0,0,7318,16350152.000000000000000,Southern and Central Appalachian Cove Forest,7318,2318,Tr Southern and Central Appalachian Cove Forest,Tree,Hardwood,655,Beech-Maple-Basswood Forest,SAF 58: Yellow Poplar-Eastern Hemlock,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,18,76,135,0.070588000000000,0.298039000000000,0.529412000000000
1435,8.000000000000000,2113,9261,2113,156529.000000000000000,14710,48,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,13,21,66,III-A,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000,9,25,6,12,48,0,0,0,0,9261,3758.000000000000000,Southern Ridge and Valley Seepage Fen,9261,2493,Sh Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Herb,Riparian,675,Inland Marshes and Prairies,LF 45: Central Interior and Appalachian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,91,195,199,0.356863000000000,0.764706000000000,0.780392000000000
1436,1.000000000000000,2113,7295,2113,156529.000000000000000,14710,48,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,13,21,66,III-A,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000,9,25,6,12,48,0,0,0,0,7295,7352699.000000000000000,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,7295,32,Bab Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,32,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,LF 20: Developed,Non-vegetated,Non-vegetated,Developed,230,232,250,0.901961000000000,0.909804000000000,0.980392000000000
1437,654.000000000000000,2114,7351,2114,18379129.000000000000000,14720,48,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,17,-9999,83,III-B,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000,17,23,13,38,9,0,0,0,0,7351,110100.000000000000000,Southeastern Interior Longleaf Pine Woodland,7351,2351,Tr Southeastern Interior Longleaf Pine Woodland,Tree,Conifer,677,Longleaf Pine Woodland,SAF 70: Longleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902000000000,0.839216000000000,0.800000000000000
1438,614.000000000000000,2105,7351,2105,868545.000000000000000,13680,48,13680_46_48_54_57_59_60_61,Southern Piedmont Dry Oak(-Pine) Forest,Hardwood-Conifer,325,235,5,5,2,2,96,I-A,211,186,255,0.827451000000000,0.729412000000000,1.000000000000000,8,16,24,40,12,0,0,0,0,7351,110100.000000000000000,Southeastern Interior Longleaf Pine Woodland,7351,2351,Tr Southeastern Interior Longleaf Pine Woodland,Tree,Conifer,677,Longleaf Pine Woodland,SAF 70: Longleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902000000000,0.839216000000000,0.800000000000000
1439,31.000000000000000,2114,7448,2114,18379129.000000000000000,14720,48,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,17,-9999,83,III-B,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000,17,23,13,38,9,0,0,0,0,7448,8881512.000000000000000,Southern Piedmont Dry Oak-(Pine) Forest,7368,2448,Tr Southern Piedmont Dry Oak-Pine Forest,Tree,Conifer-Hardwood,664,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,159,255,128,0.623529000000000,1.000000000000000,0.501961000000000
1440,529791.000000000000000,1829,9322,1829,17717559.000000000000000,13160,54,13160_54_57_59_61,Southern Piedmont Mesic Forest,Hardwood,510,348,52,42,8,12,80,III-A,99,199,125,0.388235000000000,0.780392000000000,0.490196000000000,6,11,22,22,39,0,0,0,0,9322,182779395.000000000000000,Southeastern North American Temperate Forest Plantation,9322,2574,Tr Southeastern North American Temperate Forest Plantation,Tree,Conifer,731,Managed Tree Plantation,LF 61: Managed Tree Plantation,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,158,67,14,0.619608000000000,0.262745000000000,0.054902000000000
1441,143522.000000000000000,1839,9322,1839,8792280.000000000000000,14720,54,14720_53_54_57_59_60,Central Interior and Appalachian Riparian Systems,Riparian,997,-9999,202,168,17,-9999,83,III-B,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000,17,23,13,38,9,0,0,0,0,9322,182779395.000000000000000,Southeastern North American Temperate Forest Plantation,9322,2574,Tr Southeastern North American Temperate Forest Plantation,Tree,Conifer,731,Managed Tree Plantation,LF 61: Managed Tree Plantation,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,158,67,14,0.619608000000000,0.262745000000000,0.054902000000000
1442,1765384.000000000000000,1837,9322,1837,56988453.000000000000000,13680,54,13680_46_48_54_57_59_60_61,Southern Piedmont Dry Oak(-Pine) Forest,Hardwood-Conifer,325,235,5,5,2,2,96,I-A,211,186,255,0.827451000000000,0.729412000000000,1.000000000000000,8,16,24,40,12,0,0,0,0,9322,182779395.000000000000000,Southeastern North American Temperate Forest Plantation,9322,2574,Tr Southeastern North American Temperate Forest Plantation,Tree,Conifer,731,Managed Tree Plantation,LF 61: Managed Tree Plantation,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,158,67,14,0.619608000000000,0.262745000000000,0.054902000000000
1443,166833.000000000000000,1834,9322,1834,975745.000000000000000,13510,54,13510_48_54_59,Southeastern Interior Longleaf Pine Woodland,Conifer,552,299,3,3,1,1,98,I-A,143,161,26,0.560784000000000,0.631373000000000,0.101961000000000,8,1,26,63,2,0,0,0,0,9322,182779395.000000000000000,Southeastern North American Temperate Forest Plantation,9322,2574,Tr Southeastern North American Temperate Forest Plantation,Tree,Conifer,731,Managed Tree Plantation,LF 61: Managed Tree Plantation,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,158,67,14,0.619608000000000,0.262745000000000,0.054902000000000
1444,146226.000000000000000,1834,9321,1834,975745.000000000000000,13510,54,13510_48_54_59,Southeastern Interior Longleaf Pine Woodland,Conifer,552,299,3,3,1,1,98,I-A,143,161,26,0.560784000000000,0.631373000000000,0.101961000000000,8,1,26,63,2,0,0,0,0,9321,138207986.000000000000000,Southeastern Native Ruderal Forest,9321,2573,Tr Southeastern Native Ruderal Forest,Tree,Conifer-Hardwood,707,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,105,46,1.000000000000000,0.411765000000000,0.180392000000000
